X,Y,Cluster
-6.895936,8.838520,1
0.550613,1.361392,0
4.611782,-8.339099,2
-6.938591,9.702776,1
-2.849627,-7.132009,3
5.372809,-8.044680,2
4.190938,-7.859040,2
-0.711287,2.346762,0
-1.668850,-7.230639,3
-6.810915,8.428917,1
5.208425,-8.373774,2
-7.066764,8.766541,1
-8.362462,8.915606,1
-8.382146,10.170315,1
-1.665918,-7.442711,3
-7.226366,8.644510,1
-2.158469,-6.999291,3
4.546708,-7.863874,2
-2.080714,-6.713539,3
4.766210,-7.302621,2
5.409575,-8.469786,2
5.993225,-8.489063,2
5.567645,-9.011356,2
5.567401,-8.199260,2
-0.283606,2.302374,0
-0.886526,1.707528,0
5.146002,-7.974157,2
-1.053431,-7.324142,3
-1.411205,-7.538722,3
-2.056983,-7.599828,3
5.805562,-8.658213,2
-5.890702,8.528714,1
-6.729957,9.621513,1
-2.305565,-7.233497,3
5.123648,-9.209896,2
-7.672617,9.465822,1
-0.346047,1.846090,0
-8.260548,8.710358,1
-2.871393,-7.001875,3
-0.948447,3.552015,0
5.251976,-9.084648,2
-2.115332,-6.688993,3
-7.608044,9.261694,1
5.837185,-9.297653,2
4.916425,-8.968218,2
4.400991,-8.863973,2
-7.953814,9.102920,1
6.256571,-8.089133,2
-1.088542,2.836275,0
-1.307635,-6.968072,3
4.726120,-8.813107,2
-0.744691,1.404977,0
4.666993,-8.955580,2
-0.031048,3.148272,0
-2.278709,-7.491387,3
-0.295987,1.378346,0
-7.061840,8.775210,1
0.187031,1.426943,0
-1.514873,-7.487947,3
-0.510962,3.125476,0
-1.450425,-7.198640,3
-7.442287,8.218975,1
5.686536,-10.174496,2
-1.605161,-7.062607,3
-3.389886,-6.967333,3
5.099412,-8.007898,2
-0.595227,2.154563,0
6.009600,-8.855522,2
-7.067644,9.255007,1
-6.348454,8.866199,1
-1.059744,-7.616389,3
-2.514168,-7.247199,3
3.677436,-8.268749,2
-1.549154,-6.184865,3
5.547343,-9.424562,2
5.723444,-8.357007,2
-3.019547,-6.898336,3
-2.438960,-6.442226,3
5.718711,-8.780507,2
5.957689,-8.696704,2
5.619273,-8.319216,2
-7.147752,9.068075,1
4.474068,-8.875153,2
3.734435,-8.161465,2
-1.692802,-7.608113,3
5.163942,-7.787924,2
-7.829741,8.768278,1
-2.739549,-6.817085,3
5.347852,-8.427808,2
5.014659,-8.611761,2
4.684084,-8.359306,2
5.022449,-7.487314,2
5.410858,-8.547858,2
-7.102738,9.119235,1
-1.492259,2.513962,0
-1.496471,-7.740796,3
-7.465328,9.196042,1
-0.679496,3.005978,0
-0.451668,1.486830,0
5.071795,-9.137911,2
-0.228499,2.538954,0
0.251343,1.341108,0
5.137469,-8.949722,2
-0.300359,2.575826,0
-1.675854,-5.992899,3
-1.845256,-6.803468,3
-7.611300,9.471085,1
-7.019073,8.845066,1
5.547034,-7.543135,2
-7.274783,9.461998,1
-7.298816,8.865828,1
-2.560994,-7.882494,3
-6.735301,8.788655,1
4.716232,-9.422402,2
-1.394772,-7.419451,3
4.965893,-8.960491,2
-8.229028,8.854507,1
-7.816637,7.462137,1
-0.943986,-6.353496,3
5.088862,-8.143772,2
-7.208446,9.306201,1
-0.437870,1.912074,0
4.477556,-8.669244,2
-2.458396,-7.420447,3
-1.863948,-6.801370,3
-6.987695,9.138814,1
-0.961355,1.233896,0
-0.625294,-7.757490,3
-1.510652,2.458539,0
4.820859,-8.463823,2
-9.104790,9.260347,1
-2.068097,-7.860425,3
-8.116140,8.667871,1
-1.160199,0.865143,0
4.044082,-9.004543,2
5.087821,-8.567329,2
-7.240300,8.537374,1
-1.030113,-7.964373,3
-7.638360,10.281035,1
-1.381882,1.414529,0
-0.520473,2.051705,0
-3.775538,-7.447533,3
-7.465671,8.860590,1
-1.802703,-7.208620,3
0.206586,2.048441,0
-7.453142,8.429235,1
5.108303,-8.715340,2
-0.591631,1.996439,0
-1.196493,2.398561,0
-1.224989,-6.806848,3
-2.308470,-7.129005,3
-1.426990,-7.256677,3
4.546335,-9.795643,2
-0.343665,1.401120,0
-6.748558,9.516534,1
-1.332341,-6.705457,3
-1.660095,-7.415871,3
-6.768328,10.054553,1
4.125849,-8.204439,2
-0.921970,1.640504,0
5.317515,-8.298605,2
3.458705,-7.785115,2
-7.864885,8.694601,1
-6.915166,9.323003,1
-0.972361,1.316394,0
-0.204548,2.207343,0
-2.188750,-7.521816,3
-6.873024,9.062234,1
-0.762628,1.279732,0
-6.925731,8.863913,1
-7.387095,9.372257,1
-2.119823,-7.436856,3
-6.239861,8.991796,1
-2.839112,-6.379907,3
0.219025,1.906424,0
-7.563385,9.456501,1
4.694781,-8.151593,2
-1.351886,-6.963055,3
5.742344,-7.558694,2
-7.136915,8.782643,1
-0.515168,2.085602,0
-7.804041,9.230475,1
-0.345675,1.553169,0
5.225841,-8.991859,2
4.454400,-8.181865,2
-8.305862,9.313982,1
-8.315069,9.192947,1
5.759862,-9.331342,2
-0.048892,2.262218,0
-0.085591,1.279570,0
4.988205,-9.103501,2
4.942276,-8.530052,2
0.338744,2.454876,0
-0.825047,1.809248,0
-1.693867,-6.946661,3
-7.654107,9.277131,1
-3.392321,-6.762592,3
-2.675204,-7.287340,3
4.649714,-7.632684,2
-7.528270,9.451348,1
5.528614,-8.344966,2
-0.207783,1.413921,0
-1.214121,-6.616220,3
-1.329786,-6.923671,3
-6.583379,7.724344,1
-0.455841,0.872736,0
-2.523537,-6.918989,3
5.697939,-8.910422,2
-1.708912,-5.783968,3
-7.728584,8.912017,1
-7.342980,8.437220,1
-1.530127,2.281631,0
4.746730,-8.855838,2
-2.291201,-7.103274,3
-2.471854,-8.100838,3
-6.753556,9.351779,1
4.597193,-8.220300,2
4.866575,-9.217958,2
-1.167425,-7.734819,3
5.500401,-8.947182,2
4.711295,-8.401035,2
-7.817834,8.306307,1
-6.437986,9.110202,1
-2.030860,-7.116360,3
-1.801980,-7.888381,3
-1.596611,1.189604,0
4.216559,-8.728685,2
4.698541,-8.269283,2
-7.544026,8.547135,1
-6.567727,8.601255,1
-6.877463,9.071898,1
5.924317,-8.287232,2
-1.194325,0.965972,0
4.929955,-8.625604,2
4.367477,-8.876117,2
-2.730773,-7.965114,3
-0.633106,0.899107,0
-0.601880,1.230346,0
4.601068,-8.881254,2
-7.893978,7.581117,1
-0.180536,1.413573,0
-1.919307,-7.347926,3
4.391223,-8.712259,2
-6.827332,8.173442,1
-1.549380,-7.274613,3
-7.428918,9.107388,1
-0.858524,2.285174,0
-7.356346,8.223425,1
-6.853074,7.937479,1
-1.127293,2.392400,0
-2.216294,-6.864400,3
0.384769,0.667636,0
-7.498878,8.486590,1
-0.458509,2.546225,0
-6.886755,8.761490,1
-2.158425,-6.556649,3
-0.587282,2.644805,0
-6.999613,8.311377,1
-3.268093,-8.035482,3
-2.506208,-6.829700,3
-0.709481,2.352986,0
6.700433,-9.375469,2
-3.097687,-6.906061,3
-2.483152,-7.652166,3
-2.262404,-6.262333,3
-2.371402,-7.008598,3
-8.290416,8.488928,1
-2.216978,-7.433169,3
-8.042413,8.728679,1
-6.370269,8.836040,1
-7.596695,8.432900,1
4.422089,-8.001485,2
4.511858,-8.793676,2
-6.623092,8.340944,1
-0.541082,0.861533,0
-7.843184,8.642007,1
-1.522959,1.377622,0
0.027386,1.075402,0
-7.415881,8.295304,1
-6.681781,9.286246,1
0.320835,1.264892,0
-6.937626,10.171287,1
5.363905,-8.380075,2
-7.425372,9.846658,1
-0.587501,1.796279,0
-8.135023,8.193222,1
-7.069705,9.385427,1
-1.155177,2.726814,0
-7.527618,9.919323,1
-1.942346,-6.283758,3
4.540292,-8.645417,2
-1.162053,1.553071,0
5.211697,-7.637612,2
4.773065,-8.570658,2
-7.393283,8.072360,1
-1.980523,-7.092151,3
4.109516,-9.244067,2
-1.876758,-6.371962,3
-0.204820,2.164168,0
-7.695386,8.815119,1
-8.361082,10.026590,1
-1.255647,1.358928,0
-7.076383,8.457038,1
-0.466778,2.224113,0
-6.075931,8.758038,1
-1.527237,-6.999851,3
-2.391975,-6.696704,3
5.663229,-8.436309,2
5.331396,-9.135114,2
-6.681553,8.974843,1
-7.751974,9.065992,1
-7.291887,8.684065,1
-0.849741,0.849012,0
-2.020023,-7.290826,3
-0.446085,2.484021,0
5.697592,-8.964924,2
0.161850,1.666678,0
5.204698,-8.345753,2
-8.065283,9.369749,1
-2.307450,-8.278131,3
-1.752308,-7.538673,3
-2.294291,-5.781593,3
-1.148311,-8.040208,3
-0.617019,-6.719103,3
-1.231241,1.699940,0
-0.589284,2.016707,0
-0.473801,1.240659,0
-7.841794,9.911310,1
5.693562,-8.757399,2
-1.360560,1.985872,0
-2.052634,-6.939823,3
-6.238110,8.130876,1
5.592318,-8.772239,2
-8.134349,9.245580,1
-2.335845,-6.837849,3
5.626125,-8.595753,2
-6.872997,8.940853,1
-6.749533,9.249986,1
-2.293058,-7.573822,3
-7.252172,9.327031,1
5.860565,-8.790078,2
-7.518934,7.955862,1
5.251401,-9.221345,2
-0.290666,1.155750,0
3.900244,-9.056526,2
-1.865632,-7.273739,3
-2.582556,-6.565914,3
-2.586403,-8.552100,3
-3.098944,-7.270112,3
-7.040029,7.546757,1
-7.635273,7.832062,1
5.411790,-8.506001,2
-8.293413,9.586611,1
0.413685,1.996947,0
-2.334466,-6.451818,3
-6.894116,8.541578,1
-8.023307,9.017142,1
-1.161616,-6.833266,3
-1.333138,0.536650,0
0.146918,2.436630,0
3.968009,-8.703825,2
-7.134803,9.025797,1
-7.558347,9.454196,1
-1.257611,2.600479,0
-0.347176,1.243075,0
4.391328,-8.864765,2
-7.115595,8.426869,1
-7.559608,8.948317,1
5.337282,-9.338230,2
-0.244617,2.390267,0
-1.296365,2.468796,0
-7.806895,9.349782,1
-6.746242,8.469172,1
-1.861560,-6.223694,3
-0.127724,2.137781,0
-6.516580,9.079494,1
-6.593762,8.805882,1
5.869898,-9.164165,2
-7.343204,8.503867,1
5.005657,-9.137870,2
-0.496441,1.393221,0
4.929480,-8.451337,2
-1.193876,-7.676470,3
-0.964988,1.653444,0
-2.787075,-5.889725,3
-2.170584,-6.583566,3
-0.569005,1.616071,0
4.320573,-8.912454,2
-1.129992,-6.754625,3
-7.635150,8.724483,1
-0.513676,1.975609,0
-6.900917,10.163636,1
-2.642999,-7.497573,3
-0.494070,1.852084,0
-1.596059,-6.453806,3
-1.887362,-7.887845,3
-0.867187,1.596595,0
3.792152,-7.815787,2
4.887330,-8.838616,2
-1.393856,1.704406,0
-0.389328,2.242457,0
-0.928919,2.529969,0
-8.534939,8.536042,1
-2.239788,-6.410996,3
-0.538067,2.548067,0
-1.273565,-6.422613,3
-1.665738,-7.071917,3
6.258372,-8.646255,2
4.967324,-8.264120,2
5.482615,-7.880582,2
-1.329796,-7.308464,3
-0.249817,2.032609,0
-7.002902,9.999054,1
4.871008,-9.027618,2
-1.580704,-7.516723,3
-1.665747,-7.668770,3
5.391959,-8.463663,2
-7.532747,8.645449,1
-6.257161,8.129745,1
4.825691,-9.231265,2
5.511595,-8.928102,2
-2.275086,-6.845151,3
4.474777,-8.956621,2
-7.554821,9.424049,1
4.387815,-8.944559,2
0.245794,1.568812,0
-0.632535,1.209325,0
-0.738757,-6.281263,3
-0.793741,2.397645,0
-7.719210,8.431808,1
-7.110885,10.225237,1
-2.155126,-6.993654,3
-8.056820,9.309312,1
5.281656,-8.628326,2
-2.672685,-6.784163,3
-0.598660,1.103243,0
5.337799,-7.985552,2
-0.892213,0.944407,0
-0.278133,1.965570,0
-7.390061,9.050591,1
-8.043835,8.422911,1
-7.216234,9.580719,1
-0.520165,2.068418,0
-0.423737,2.513885,0
-1.608683,-6.687057,3
-0.590988,2.476277,0
-7.712884,8.969401,1
-1.024816,1.733837,0
5.233684,-9.221355,2
-7.735962,8.020078,1
-0.540451,2.544997,0
-7.015647,9.349932,1
-7.517395,9.250809,1
-6.701407,8.563897,1
4.576994,-9.636041,2
-1.613835,1.467320,0
-7.559612,9.295235,1
0.201487,1.814374,0
5.405701,-8.689877,2
0.125351,1.998392,0
5.327591,-8.116704,2
-2.479102,-7.379973,3
0.131853,2.142306,0
4.672418,-7.875247,2
-0.135075,1.564906,0
4.063708,-8.743211,2
-0.235169,2.506707,0
-2.616699,-7.260962,3
4.405821,-8.406905,2
-0.555710,0.630146,0
-1.898340,1.811345,0
5.193475,-9.860649,2
-0.164699,1.730385,0
-1.028152,1.995225,0
5.438901,-7.975078,2
-2.042739,-7.407454,3
-7.672035,9.012123,1
-1.069894,1.801424,0
-8.386406,9.623896,1
-1.556715,-7.202212,3
-7.168530,8.646511,1
-7.093486,9.848451,1
4.205730,-8.275321,2
-6.303518,8.763796,1
-7.093060,8.287811,1
-7.109777,9.408192,1
-1.952911,-6.519323,3
-7.294585,10.570688,1
-1.247715,1.057014,0
-8.280979,9.058389,1
-6.707435,9.377501,1
5.450722,-7.583210,2
-6.944821,9.031048,1
5.511216,-8.577336,2
-2.118661,-6.475285,3
-2.434160,-6.653936,3
-0.439236,2.468864,0
-6.905736,9.208643,1
-1.788823,2.399074,0
-1.796970,0.918624,0
-7.507221,8.910651,1
-1.417976,2.005993,0
5.144745,-7.592422,2
5.947910,-9.620709,2
-2.275764,-6.759982,3
5.021346,-8.180567,2
-0.332444,2.270241,0
5.195495,-8.187121,2
-0.331411,1.418499,0
-2.771710,-6.540095,3
4.440289,-7.797767,2
-0.410649,1.618457,0
-2.344555,-7.786222,3
-7.612092,9.340567,1
-3.059859,-7.272890,3
5.617039,-8.877728,2
-7.434994,9.115845,1
-7.972195,9.084951,1
4.876077,-8.422438,2
-1.434932,-6.909253,3
-0.693564,1.088475,0
-8.119090,8.572039,1
-8.328877,8.791077,1
-7.690331,8.580660,1
0.102620,2.084430,0
-1.163042,-7.069601,3
5.416618,-9.278445,2
-7.390873,9.173798,1
-6.290377,9.469707,1
-7.508091,9.116620,1
-1.964443,-6.895801,3
4.792247,-7.884518,2
-7.379239,9.011892,1
-7.725501,8.663391,1
-7.630800,8.591954,1
-1.063819,1.908379,0
5.262399,-9.128252,2
-7.063564,8.875097,1
-0.912579,-6.834437,3
-0.002012,1.688474,0
-0.815482,0.281361,0
-0.714488,1.846397,0
-1.126310,-7.021162,3
-2.131341,-7.326616,3
-1.092646,-7.162734,3
-0.852284,0.806396,0
5.457626,-8.573840,2
5.269166,-9.139078,2
-2.939624,-7.522717,3
-1.976399,-7.282598,3
0.429829,2.978240,0
-0.119025,2.001684,0
-5.936001,8.335936,1
5.179300,-9.192133,2
5.253186,-9.236318,2
4.838093,-9.200778,2
-6.339136,9.614336,1
-7.194529,9.998689,1
-7.471636,8.514936,1
-1.688084,-7.128795,3
5.752982,-8.293828,2
-2.463170,-7.000264,3
-7.865134,9.214079,1
-7.741409,9.882288,1
-1.352324,2.513785,0
4.225298,-7.764859,2
-0.250633,1.541248,0
-6.721863,8.501038,1
4.620323,-8.530566,2
-2.771610,-7.198937,3
-2.722824,-7.064282,3
-7.614197,8.313973,1
-2.205242,-6.825496,3
-7.400023,9.514062,1
-0.132169,1.831236,0
5.818490,-8.362716,2
4.822253,-8.835317,2
-1.022805,1.191455,0
-0.214460,1.986694,0
5.483179,-9.301444,2
5.369584,-8.596583,2
0.028821,2.179920,0
-1.203487,2.672413,0
-6.983226,8.847432,1
-6.143588,9.415770,1
-0.534115,1.659119,0
-7.946186,8.522716,1
-7.007233,8.745486,1
-0.209059,2.110631,0
-2.029851,-8.072967,3
5.050382,-8.432077,2
-1.036977,2.140369,0
5.259042,-8.571840,2
-1.601650,-7.357211,3
-2.156595,-7.960289,3
-7.282486,9.117904,1
5.825522,-8.421852,2
-6.992012,8.994899,1
-0.136652,1.592267,0
6.014220,-7.872358,2
-8.167923,9.342224,1
-6.661899,9.824733,1
-2.370946,-7.308337,3
4.305131,-9.429161,2
-0.530446,1.444078,0
-8.311646,7.918751,1
5.471555,-8.566010,2
-1.063086,2.761675,0
-1.168151,-7.103888,3
-8.023093,8.641362,1
-7.026694,9.918578,1
4.860066,-8.466376,2
-1.829344,-7.846394,3
4.429242,-9.206097,2
-1.064860,2.377064,0
-2.271071,-7.335186,3
-1.866987,-7.173101,3
-7.567845,9.091066,1
-7.828019,9.488463,1
-7.510886,9.419401,1
5.216908,-8.654604,2
-8.828062,9.421121,1
-2.312774,-7.398585,3
-6.686674,8.260224,1
0.499831,2.552686,0
-0.355246,1.333813,0
-1.736809,-7.166122,3
-6.628984,8.656913,1
-0.142098,0.480503,0
-0.963066,1.915928,0
4.452141,-8.314154,2
-0.266507,3.054314,0
-7.922350,9.288507,1
-0.839524,1.089774,0
-7.704178,8.940624,1
-1.459011,1.395712,0
4.120584,-8.421760,2
-1.382093,0.925251,0
-1.058834,-7.484684,3
-7.111895,8.101982,1
5.354380,-8.559187,2
5.218069,-8.781144,2
-8.443944,8.508586,1
-0.002676,2.150767,0
-1.049989,1.947835,0
-7.584001,9.407562,1
-7.882886,8.329297,1
-1.760116,-6.715696,3
-8.647032,9.319802,1
4.663672,-8.580070,2
-1.919042,-6.546454,3
-2.428192,-7.195144,3
-7.570675,8.648262,1
4.268626,-9.363942,2
4.599560,-7.491158,2
5.117817,-9.489853,2
-2.544172,-7.211088,3
-1.415925,-7.401273,3
-2.499512,-7.002461,3
-1.610618,1.923208,0
0.483364,1.920977,0
-0.015053,1.467098,0
5.271008,-8.725914,2
-7.358394,9.303901,1
0.018656,2.242204,0
-1.462188,-7.620375,3
-1.337012,2.407944,0
-7.550813,9.493017,1
0.806511,1.925584,0
-1.974023,-6.937121,3
-8.003808,9.819110,1
-1.366549,2.112978,0
-0.282449,2.983186,0
-1.779002,-7.255480,3
-0.588898,2.062191,0
5.226491,-7.985857,2
-1.601713,-7.779772,3
-7.912202,8.805999,1
-2.540680,-6.290065,3
-1.110327,2.090291,0
-1.675085,-5.139795,3
-2.851568,-6.586617,3
-2.652896,-8.558287,3
-7.419081,9.147456,1
0.188350,1.782465,0
5.615244,-8.326875,2
-7.359926,9.909805,1
-0.730075,0.855859,0
-7.440232,9.326457,1
-1.235896,2.428699,0
-0.340286,1.196205,0
0.357867,0.998132,0
-6.566772,7.728827,1
-1.190308,-6.842930,3
-0.845404,2.121001,0
-1.191227,-7.307717,3
-1.077211,2.964840,0
-6.907402,9.404809,1
-0.460220,3.144324,0
0.046469,1.293895,0
-1.187393,-6.536544,3
-2.435128,-6.611662,3
-1.462633,-7.507836,3
5.069408,-8.533994,2
-1.419891,1.351892,0
4.522707,-8.524240,2
-1.849681,-7.601599,3
-7.066526,9.612998,1
-0.335866,0.905965,0
4.189753,-9.667075,2
-7.062000,8.646732,1
-7.043719,9.340229,1
-1.908246,-7.489011,3
3.870888,-9.209373,2
-1.430334,-6.818747,3
4.331191,-8.532502,2
-0.348507,0.984894,0
-8.197125,8.920451,1
-7.511858,9.501084,1
-8.384221,9.282445,1
-7.235287,9.566831,1
-1.315474,3.281345,0
0.096544,1.683790,0
-7.373173,9.636791,1
-0.705801,2.285490,0
-0.027539,1.712738,0
-1.067257,1.542792,0
4.804993,-9.278036,2
-7.248460,8.335608,1
4.609727,-8.454473,2
-1.567620,1.402176,0
-2.735361,-7.409607,3
-8.205946,9.232277,1
-2.994513,-6.713792,3
-7.327776,8.836794,1
-6.945848,7.753473,1
0.746597,2.689245,0
-8.628194,8.563229,1
0.146541,2.539811,0
5.033642,-8.567855,2
-1.290396,1.881504,0
-0.174747,-7.023745,3
-0.065199,1.531150,0
-1.363397,-7.629716,3
-0.862835,1.278601,0
-7.560121,9.753154,1
-1.685643,-7.261479,3
-7.734215,8.620871,1
4.614186,-8.778164,2
-0.378245,1.988366,0
-6.671928,9.605772,1
-2.420379,-6.735066,3
-0.016242,2.120351,0
-2.058438,-7.583644,3
-2.335429,-6.719946,3
-7.333624,9.190423,1
6.189285,-8.221292,2
-7.882093,9.040135,1
-7.461010,8.694321,1
-7.136973,9.261546,1
-1.025265,-8.426400,3
5.699939,-8.893904,2
-8.132325,8.836500,1
5.597013,-8.952914,2
4.621667,-8.581048,2
-6.734525,9.652973,1
-1.411530,1.378325,0
-0.966390,-7.638610,3
5.292450,-9.615556,2
4.822127,-8.332664,2
-1.816890,-7.136927,3
5.063640,-7.755033,2
4.163114,-8.306576,2
-1.786823,1.492029,0
-8.256651,8.698035,1
-6.541356,9.031508,1
-8.387630,10.076152,1
-0.169082,2.317029,0
-0.958397,-7.109667,3
-1.023410,1.238798,0
-0.555182,1.451511,0
4.953446,-8.710628,2
-0.124387,1.656037,0
5.539462,-8.714738,2
5.643404,-9.199022,2
-1.146250,-5.809511,3
-1.250841,-7.582448,3
-7.028345,8.854505,1
5.722835,-8.932079,2
4.091033,-7.905240,2
4.411614,-8.706676,2
-7.315414,9.605031,1
-0.598353,1.511729,0
-1.717529,-6.970757,3
-7.638400,8.748475,1
-7.355620,9.740346,1
4.953263,-8.580860,2
-2.245908,-7.231102,3
-1.368635,1.916891,0
-7.485292,9.012412,1
5.995797,-7.550599,2
5.397189,-8.192739,2
5.710794,-7.908635,2
-2.197554,-6.751251,3
4.050685,-8.033402,2
4.354037,-8.592132,2
-0.868959,2.330178,0
5.257167,-8.182599,2
4.776767,-9.353633,2
-0.712015,2.444593,0
-7.473978,8.772883,1
-6.923355,8.574466,1
-7.504804,9.216433,1
-6.752666,9.000388,1
-0.921603,1.917263,0
-6.076957,9.577110,1
-0.507440,1.258468,0
-6.644082,8.700422,1
-7.785385,9.376501,1
-1.996921,-7.638667,3
-1.378248,-6.557227,3
0.124904,1.216611,0
4.488625,-8.938798,2
-7.574932,9.067451,1
5.182902,-6.808810,2
-0.422635,1.796147,0
4.561872,-9.522272,2
-2.293932,-7.460080,3
-6.468999,9.125859,1
-0.796071,1.204007,0
-1.977105,-8.367919,3
-3.079401,-6.598059,3
-1.167629,-6.469143,3
-2.188402,-7.427563,3
4.461257,-8.238925,2
-2.439113,-7.846440,3
-6.748374,9.962409,1
-6.187143,9.163053,1
0.075006,2.078127,0
-0.637009,2.460246,0
4.955211,-7.610306,2
4.446606,-8.583261,2
0.024403,1.380302,0
-0.057653,2.304817,0
5.280002,-8.830711,2
-0.035317,2.033280,0
-2.085066,-7.759635,3
-0.517651,2.071684,0
-7.597659,7.693193,1
4.557908,-9.016361,2
-2.060670,-6.944772,3
-7.114320,9.097804,1
-2.502665,-5.879551,3
4.800514,-7.983076,2
-2.014611,-7.131487,3
-6.180899,8.859714,1
-2.173136,-7.326716,3
-0.269056,2.432194,0
5.865790,-7.317983,2
-8.334827,8.320908,1
5.392303,-7.307642,2
-1.604785,-6.807717,3
4.663222,-8.565784,2
5.577793,-9.005663,2
-0.621554,3.010831,0
5.132107,-9.099759,2
-2.032887,-6.909852,3
-6.547877,9.609865,1
5.423233,-8.851573,2
-0.541190,1.831050,0
-2.795563,-6.851450,3
-8.300136,9.278024,1
-1.645190,-6.642759,3
-2.179755,-8.083143,3
-1.899595,2.490245,0
-8.063018,8.427096,1
-1.800429,-6.612110,3
-1.519001,2.124584,0
5.548917,-8.324400,2
-2.660420,-7.219426,3
4.772013,-9.224735,2
-1.951910,-7.544709,3
-7.232531,10.160470,1
-2.386125,-7.367098,3
-1.791234,-7.700279,3
-6.995055,7.660621,1
-2.927348,-7.087063,3
-2.441619,-6.664138,3
-2.466347,-6.690384,3
4.824858,-8.975195,2
-8.472562,8.921571,1
-6.900692,8.654656,1
-0.731258,1.394626,0
-0.106470,1.990372,0
5.728608,-8.983202,2
-7.676297,9.009793,1
-0.784037,-7.752077,3
-0.505553,2.596533,0
-1.371107,1.887470,0
-7.038933,8.959231,1
-6.372882,8.625586,1
-0.737785,2.153058,0
-1.073054,0.865389,0
-7.516857,8.035710,1
5.507528,-7.468161,2
5.597354,-8.706820,2
-2.353694,-7.039155,3
-6.456273,9.078187,1
4.648069,-8.866059,2
-1.378640,-8.226173,3
-6.176404,8.977966,1
-7.490105,9.399631,1
-2.019754,-7.581316,3
-6.297373,8.978650,1
-6.700043,9.645819,1
-8.209994,8.754335,1
5.015944,-8.676011,2
-7.614255,8.307409,1
-7.566991,8.423182,1
5.457652,-9.159007,2
-3.104960,-7.927223,3
-0.924463,1.627494,0
-1.718572,-7.031612,3
-2.514147,-6.936821,3
5.196854,-9.226742,2
4.317459,-8.545115,2
-6.940035,7.875449,1
5.678765,-8.836528,2
-0.499157,-6.676498,3
5.728739,-8.431536,2
-2.196490,2.030539,0
-7.775070,9.673166,1
5.505102,-8.082800,2
-7.864682,10.061979,1
-0.369804,1.917415,0
-0.950836,1.474196,0
5.878858,-7.149843,2
-7.296016,9.072951,1
5.243648,-9.796745,2
-2.021991,-6.764940,3
-6.714284,7.316442,1
-7.775199,9.210043,1
5.964610,-8.281857,2
-7.470023,8.643132,1
-7.777970,9.069661,1
-3.304846,-6.476089,3
4.470552,-9.144018,2
5.950926,-7.973099,2
-0.332876,-6.546290,3
-7.673135,8.216338,1
-0.095273,1.233959,0
-2.069960,-7.383264,3
-3.133309,-6.988322,3
-2.341818,-7.871349,3
5.925725,-8.974998,2
-6.901320,9.194499,1
-6.771824,8.486559,1
-7.457017,9.127874,1
-0.580964,0.702836,0
-7.614165,8.396976,1
-0.567035,1.025500,0
-2.198524,-7.618707,3
-0.925143,2.949310,0
5.189466,-8.708159,2
5.292892,-8.939695,2
-0.639227,2.066485,0
-1.681088,2.071466,0
-7.459811,9.042979,1
-1.348595,-7.569226,3
-7.537234,9.272868,1
5.432891,-8.651792,2
-2.521453,-7.519874,3
-8.153979,9.305527,1
-8.442498,8.793446,1
-1.050341,2.619232,0
-7.458340,9.444173,1
-7.043966,8.606779,1
-1.044584,1.794584,0
-0.867712,2.328324,0
-0.471956,2.426877,0
-7.173277,8.585312,1
-7.386861,9.369397,1
-7.040919,9.181986,1
-1.298321,0.869195,0
0.562824,2.917007,0
-8.395554,9.118000,1
-6.972795,8.758333,1
-0.921253,2.024271,0
-1.841582,1.515410,0
-8.171509,8.984887,1
4.635836,-9.091342,2
-2.495422,-6.824628,3
5.502927,-8.164194,2
-1.959990,-7.311355,3
-8.144734,9.068321,1
-2.384909,-6.533923,3
-0.816606,1.851619,0
-7.319197,9.084068,1
4.618533,-9.095580,2
-1.060378,1.666831,0
-7.087359,9.272147,1
-1.598966,2.340677,0
-2.364556,-7.035873,3
-0.225070,2.390875,0
0.291601,1.128025,0
-1.855718,-7.280911,3
4.302741,-8.776661,2
-7.179498,9.304416,1
-3.102355,-7.829282,3
-2.382636,-7.257038,3
-7.315538,8.384432,1
-7.886309,9.088208,1
-0.341887,1.517699,0
-7.144962,9.479608,1
-1.692726,0.746355,0
5.535948,-9.181704,2
0.048140,2.376329,0
-1.533042,-7.020601,3
-0.359657,1.720478,0
-0.986674,-6.451994,3
-1.497086,-8.417380,3
-7.995147,9.754059,1
-1.000849,-7.442183,3
-7.243504,8.190662,1
-0.878711,3.464750,0
-0.316943,1.220348,0
-0.969287,-6.712895,3
-1.822667,-5.491748,3
-3.319419,-6.725581,3
-1.404590,2.859974,0
-2.448794,-6.662958,3
-2.473722,-6.322017,3
-7.292799,8.405687,1
-0.755322,1.739552,0
5.448074,-8.930113,2
-6.871515,8.770500,1
-7.827429,8.043119,1
-1.711175,-7.752467,3
-0.839279,1.026833,0
-2.523254,-8.251698,3
5.919340,-9.210737,2
-7.864321,8.952817,1
5.179895,-9.166871,2
-1.067082,2.039449,0
-1.724142,-6.416088,3
-2.529895,-6.887814,3
-6.856318,8.914678,1
5.071022,-10.295046,2
4.717218,-8.972178,2
-2.486825,-8.359036,3
-0.202098,2.538769,0
-0.459573,1.896533,0
-1.246446,1.162401,0
-7.390271,8.239940,1
5.580622,-8.838651,2
-0.342938,2.398312,0
-0.713313,1.643458,0
-1.786894,-7.093358,3
4.661695,-8.061654,2
